texto,rotulo
"em relação ao produto, é de total qualidade, tanto no design quanto no processamento de dados, único lado mais fraco fica por conta da bateria, quem joga muito possa ser que não consiga usar o celular um dia todo (7hrs às 23) sem por pra carregar...",5
"o produto atendeu todas as expectativas, e a entrega foi feita de forma satisfatória , como sempre.",5
"o guarda roupa não possui pés, como mostra a imagem (não há nada sobre na fixa técnica), e possui espelho interno (na fixa técnica diz que não). achei o mdf firme, porém um verniz que arranha facilmente. recomento a compra pelo custo/benefício. a entrega demorou cerca de 15 dias, apesar do prazo estimado ser 30 dias úteis.",4
exatamemente o que eu queria! um produto que ocupa pouquíssimo espaço e cabe muitas peças de roupas. ideal para roupas de bebes. vou comprar outro pois a entrega é super rápida!!,5
sempre comprei nas americanas. com e nunca tive problemas eu recomendo,4
"estava procurando uma colher bem macia e encontrei, adorei !!",5
"produto idêntico a imagem. prático, montagem simples e de boa qualidade. recomendo. huander",5
"utilizo há muito tempo o produto,a resposta foi excelente.o preço é o melhor que encontrei e a entrega foi rápida.",5
comprei para o meu neto que ficou satisfeito com o presente,4
"não funciona a propaganda de que você vai conseguir limpar os dentes do seu pet te enche de esperanças mas não funciona, os dentes permanecem sujos dia a pós dia, mesmo você verificando se está dando a dose correta na embalagem sempre.",1
"recebí o produto antes do prazo de entrega. o celular é muito fácil de manusea, fotos muito boas, enfim produto é muito bom.",4
"muito bom o serviço de vcs parabéns ,,ótima qualidade do produtos e em perfeito estado",5
a única queixa é que não tem leitor digital. mas o resto é o excelente!,5
"não atendeu minhas expectativas , a água não gela adequadamente , para quem gosta de água bem gelada como eu não recomendo",1
"gostei, entrega rápida e produto com boa qualidade.",4
muito bom recomendo chegou no prazo certinho nota 10.produto excelente,5
amei a rapidez da entrega show. e o celular amei de verdade. muito rápido não está travando até o momento.e a câmera qualidade ótima. baixei meu jogo com rapidez e roda sem travar. além do modelo que é do meu agrado. simplesmente amei. o site e a samsung estão de parabéns,5
muito bom o produto dentro do esperado e do prazo e contendo todas as características com boa qualidade.,5
"não funciona, uma porcaria..vai pro lixo porque não quero brigar por causa dessa mixaria..",1
"produto entregue na data, sendo o mesmo de ótima qualidade",5
o produto deve ser bonito mais ñ posso dizer pq ñ chegou até agora,1
"muito bom produto, simples e facil de limpar. poucas peças muito util",5
muito bom. tela grande. bom desempenho. samsung sendo samsung,5
"sinceramente eu não gostei, vi muita propaganda sobre ele e não vi o resultado que esperava... ele não é um produto que rende, então o custo beneficio é péssimo, não recomendo... espero ainda conseguir achar um produto bom para foliculite, mas esse realmente não funcionou!!",2
"bonito, prático e eficiente e com baixo custo. amei!",5
"comprei para meu cachorro por recomendações veterinárias, mas a melhora foi pouca",2
"produto excelente , foi entregue antes do prazo previsto.",5
atendeu muito bem as minhas expectativas...bom desempenho cameras boas recomendo...negociação rápida produto chegou antes do prazo.,4
otimo. agua nao tem cheiro e nem gosto. facil de instalar. entrega dentro do prazo.,4
"não recomendo! muito frágil o material, parece até plástico. detestei que o cano do chuveiro não acompanha o produto, custa quase o valor do chuveiro comprando separado.",2
"é muito prática e pra quem quer uma escovação rápida é excelente. não faz nenhum milagre de alisar cabelos. únicos defeitos são: não é bivolt e aquecer no cabo da escova podendo causar lesões em quem tem pele muito sensível, só dá pra segurar com tranquilidade na ponta do cabo da escova onde é mais largo, o que dificulta de segurar e manusear.",3
"produto muito bonito e de ótima qualidade, e a entrega foi muito rápida !!!",4
ja e o terceiro que compro muito bom mesmo sim recomendo a todos boas compras,5
"entrega boa, bem antes do prazo.produto nem preciso falar. nota 10",5
"o arquivo chegou com diversas partes amassadas e pintura descascada, quase não consegui abrir uma das gavetas.",1
não tenho como avaliar pois só recebi o suporte................................................................................................................,1
uma coisa que me decepcionou com o celular é o fato dele não possuir flash na camera frontal. daí não pode tirar selfie de noite,4
"muito bom esse motor, coloquei na minha máquina fotográfica tekpix e ficou muito bom, tá fazendo 15 fotos por litro.",5
estava precisando exatamente o que chegou em minha casa.,5
"muito bom, cumpre o que promete limpando bem a piscina.",5
minha sobrinha adorou ficou muito feliz recomendo a entrega antes do prazo muito bom,4
"como pode uma empresa tão conceituada e grande, que pega a descrição de um produto e visivelmente joga non google tradutor e não se da ao trabalho de arrumar? um pouco mais de dedicação seria de bom tom.",3
simplesmente meu produto não chegou estou espera 1 mês 10 dias e nada .,1
"o aparelho é fantástico, as pessoas que não sabem pesquisar antes de comprar. leem que tem garantia contra respingo e já acham que o aparelho é a prova d'água. gente, por favor né. pior ainda são as pessoas que acham que o aparelho resiste a oxidação e deixam ao lado do chuveiro!",5
"comprei uma dessa de 40 polegadas,pra começar,veio com umas manchas na tela, depois de muitas idas e voltas na assistência técnica trocaram a tela. atualmente trava no aplicativo globo play,o ùnico jeito dela voltar é tirando da tomada e colocando novamente. definitivamente não recomendo.",1
"atende o que sugere no anúncio. entrega rápida e confiável, produto não apresentou avarias.",5
"ainda não recebi o produto, portanto não tem como realmente avaliar o produto. porém, posso informar a empresa não cumpriu a data de entrega prevista, hoje - 14/03/2017. a informação no site é que a nota fiscal foi emitida, somente isso... ou seja, nem saiu da distribuidora.",1
"adorei muito todo o conjunto, o produto é maravilhoso! o tecido tem ótima qualidade. só não é perfeito porque a subida da cortina é rígida. é preciso colocar muita força, o que acaba dando a impressão de que o puxador pode romper.",4
"apesar de uma ou duas travadas, cel bem bom. bateria dura muito tela de ótima qualidade esquenta um pouco mas normal..",4
bicicleta de ótima qualidade. muito boa. chegou bem antes do prazo estipulado. durante a compra tudo ocorreu bem.,5
"produto excelente, atingiu minhas expectativas, o site da americanas me ajudou muito, a entrega foi no prazo correto, não tive nenhum problema com a empresa,transportadora e nem com o produto.... parabéns americanas.com irei comprar mas produtos na loja, e indicarei para amigos....",5
"minha mãe pede e eu compro. ela adora! compro a cada seis meses. ela sempre diz que, é o suficiente.",5
"3 livros de ótima qualidade. por dizer economico, fiquei com receio quanto a qualidade, mas super recomendo, capa e folhas normais.",5
"bom dia! conforme relatado em outro canal, a caixa veio aberta, com 2 porcas espanadas e com a parte de metal da cadeira descascada. como eu tenho urgência e não posso ficar esperando a troca, eu já resolvi tudo, mas fiquei decepcionada.",2
"como sempre as lojas americanas entregando sempre dentro do prazo combinado ! ótimo produto relação custo beneficio,atendeu bem minha expectativa!",4
"produto de ótima qualidade, entrega rápida, recomendo o mesmo.",4
muito bom!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,4
"para aparar a barba é ótimo. não deixa a pele lisinha como uma lâmina comum, mas se vc gosta daquele aspecto de barba por fazer é ótimo",4
"o produto parece ser muito bom, mas só vou ter certeza se a americanas me entrega o produto. americanas me cobrou um frete para entrega rápida e lançou no sistema entrega econômica, para piorar nem a entrega econômica foi feita dentro do prazo. e ninguém da alguma satisfação.",5
o produto chegou dentro do tempo e funciona perfeitamente. estou utilizando ele para conectar o meu macbook pro junto a um adaptador para conecta-lo a monitores e projetores.,5
"tudo correu perfeitamente, entrega foi muito antes que o esperado...",4
a cor do produto não condiz com o a foto do anuncio.,2
"ele é um aparelho bom, sinal dele é bom...ele é bonito...",3
gostei muito do produto e foi entregue antes do praz.,4
"adorei! muito bonito, deixa o ambiente com um aspecto estiloso e requintado! só não gostei pois paguei o frete e tive que buscar nos correios. mas o produto em si, superou minhas expectativas.",5
produto som a qualidade e preço dentro do esperado.,3
acredito que no valor que é oferecido você compra um celular mais rápido e com características diferenciadas.,3
muito bom produto estou gostando muito muito bom produto estou gostando muito muito bom produto estou gostando muito muito bom produto estou gostando muito muito bom produto estou gostando muito,5
satisfeito com o produto e o prazo de entrega. muito bommmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm.,4
"ótimo para assistir filmes. deito na cama, assisto sem preocupação de dormir e derrubar o celular ou até dormir por cima dele.",5
o produto chegou antes do prazo e em bom estado porem alguns buracos vieram errados e outros faltam o que dificultou um pouco a montagem o manual tbm nao ajudou muito mais fora isso otimo produto maior do que eu imaginava mais ficou lindo na minha cozinha.,3
eu amei e recomendaria sim... o produto é maravilhoso e do jeito que eu esperava. chegou em perfeito estado tudo certo com minha compra com certeza voltarei a comprar mais produtos.,5
"ate hoje é a melhor que usei, nota 10.esta de parabens",4
"na descriçao esta como tamanhos grandes, mas seria em qual formato a3, a2 ?",3
livro excelente... para quem quer mudar a vida. indico a todos que querem uma boa leitura.,5
indicação veterinária - para tratamento -x-x-x-x-x-x-x-x-x-x-x-x-x-x-x-x-x-x-x-x-x-x-x-x-,4
"muito bom... prático, fácil de manusear...ótimo para adolescentes que estão sempre conectados...",4
"bom preço , bem feito , dentro do esperado . medidas certas qualidade do material aprovado",4
"ótimo produto a patroa adorou, pratico e eficiente.",5
"demorou um pouco pra chegar, mas chego xd muito bom monitor otima resolução.",5
